TAXON_ERRORS;TAXON_NEW;Included in ERL 2024
Lasioglossum brevicorne ;Lasioglossum brevicorne;Yes
Lasioglossum brevicorne aciculatum;Lasioglossum brevicorne;Yes
Lasioglossum brevicorne brevicorne;Lasioglossum brevicorne;Yes
Lasioglossum breviventre;Lasioglossum breviventre;Yes
Lasioglossum buccale;Lasioglossum buccale;Yes
Lasioglossum buccale ;Lasioglossum buccale;Yes
Lasioglossum calcarium;Lasioglossum calcarium;No
Lasioglossum calceatum;Lasioglossum calceatum;Yes
Lasioglossum calceatum ;Lasioglossum calceatum;Yes
Lasioglossum callizonium;Lasioglossum callizonium;Yes
Lasioglossum camerosellatum;Lasioglossum camerosellatum;No
Lasioglossum capitale;Lasioglossum capitale;Yes
Lasioglossum capitale ;Lasioglossum capitale;Yes
Lasioglossum capnopum;Lasioglossum capnopum;No
Lasioglossum carbonarium;Lasioglossum carbonarium;No
Lasioglossum carinosellatum;Lasioglossum carinosellatum;No
Lasioglossum caspicum;Lasioglossum caspicum;No
Lasioglossum cassioides;Lasioglossum cassioides;No
Lasioglossum castilianum;Lasioglossum castilianum;Yes
Lasioglossum castilianum ;Lasioglossum castilianum;Yes
Lasioglossum cephalinotum;Lasioglossum cephalinotum;No
Lasioglossum chalcodes calderae;Lasioglossum chalcodes;Yes
Lasioglossum chalcodes canariense;Lasioglossum chalcodes;Yes
Lasioglossum chalcodes chalcodes;Lasioglossum chalcodes;Yes
Lasioglossum chalcodes gomera;Lasioglossum chalcodes;Yes
Lasioglossum charisterion;Lasioglossum charisterion;No
Lasioglossum ciliatum;Lasioglossum ciliatum;No
Lasioglossum cilicium;Lasioglossum cilicium;No
Lasioglossum claudia;Lasioglossum claudia;No
Lasioglossum clavipes;Lasioglossum perclavipes;Yes
Lasioglossum cleome;Lasioglossum cleome;No
Lasioglossum clypeare;Lasioglossum clypeare;Yes
Lasioglossum clypeiferellum;Lasioglossum clypeiferellum;Yes
Lasioglossum clypeiferellum ;Lasioglossum clypeiferellum;Yes
Lasioglossum clypeinitens;Lasioglossum clypeinitens;No
Lasioglossum collopiense;Lasioglossum collopiense;Yes
Lasioglossum constrictulum;Lasioglossum constrictulum;No
Lasioglossum convexiusculum;Lasioglossum convexiusculum;Yes
Lasioglossum convexiusculum ;Lasioglossum convexiusculum;Yes
Lasioglossum corsicanum;Lasioglossum corsicanum;Yes
Lasioglossum corvinum;Lasioglossum corvinum;Yes
Lasioglossum costulatum;Lasioglossum costulatum;Yes
Lasioglossum crassepunctatum;Lasioglossum crassepunctatum;Yes
Lasioglossum crassepunctatum ;Lasioglossum crassepunctatum;Yes
Lasioglossum cristula;Lasioglossum cristula;Yes
Lasioglossum cristula ;Lasioglossum cristula;Yes
Lasioglossum cristula donatum;Lasioglossum cristula;Yes
Lasioglossum cupromicans;Lasioglossum cupromicans;Yes
Lasioglossum damascenum;Lasioglossum damascenum;Yes
Lasioglossum damascenum ;Lasioglossum damascenum;Yes
Lasioglossum danuvium;Lasioglossum danuvium;Yes
Lasioglossum debilior;Lasioglossum debilior;Yes
Lasioglossum deceptum;Lasioglossum deceptum;No
Lasioglossum denislucum;Lasioglossum denislucum;Yes
Lasioglossum diloloense;Lasioglossum diloloense;No
Lasioglossum dinazade;Lasioglossum dinazade;No
Lasioglossum discum;Lasioglossum discus;Yes
Lasioglossum discum discum;Lasioglossum discus;Yes
Lasioglossum discum fertoni;Lasioglossum discus;Yes
Lasioglossum dolichocephalum;Lasioglossum dolichocephalum;Yes
Lasioglossum dolus;Lasioglossum dolus;No
Lasioglossum duckei;Lasioglossum duckei;Yes
Lasioglossum duckei duckei;Lasioglossum duckei;Yes
Lasioglossum duckei hakkariense;Lasioglossum duckei;Yes
Lasioglossum duckei psiloritum;Lasioglossum duckei;Yes
Lasioglossum duponti;Lasioglossum duponti;No
Lasioglossum dusmeti;Lasioglossum dusmeti;Yes
Lasioglossum dusmeti ;Lasioglossum dusmeti;Yes
Lasioglossum edessae;Lasioglossum edessae;Yes
Lasioglossum edouardi;Lasioglossum edouardi;No
Lasioglossum elaiochromon;Lasioglossum elaiochromon;No
Lasioglossum elegans;Lasioglossum elegans;Yes
Lasioglossum elegans ;Lasioglossum elegans;Yes
Lasioglossum ellipticeps;Lasioglossum ellipticeps;Yes
Lasioglossum emiliae;Lasioglossum emiliae;No
Lasioglossum epipygiale epipygiale;Lasioglossum epipygiale;Yes
Lasioglossum equestre;Lasioglossum equestre;No
Lasioglossum erraticum;Lasioglossum erraticum;Yes
Lasioglossum erraticum tiflense;Lasioglossum erraticum;Yes
Lasioglossum eschaton;Lasioglossum eschaton;No
Lasioglossum ethiosellatum;Lasioglossum ethiosellatum;No
Lasioglossum euboeense;Lasioglossum euboeense;Yes
Lasioglossum euboeense ;Lasioglossum euboeense;Yes
Lasioglossum eurasicum;Lasioglossum eurasicum;Yes
Lasioglossum eurasicum ;Lasioglossum eurasicum;Yes
Lasioglossum eurydikae;Lasioglossum eurydikae;No
Lasioglossum euxinicum;Lasioglossum euxinicum;Yes
Lasioglossum euxinicum atlas;Lasioglossum euxinicum;Yes
Lasioglossum evanidum;Lasioglossum evanidum;No
Lasioglossum evylaeus;-;No
Lasioglossum exiliceps;Lasioglossum exiliceps;No
Lasioglossum fahringeri;Lasioglossum fahringeri;No
Lasioglossum fallax;Lasioglossum fallax;Yes
Lasioglossum fedtschenkoi;Lasioglossum fedtschenkoi;No
Lasioglossum femorale;Lasioglossum femorale;No
Lasioglossum flavohirtum;Lasioglossum flavohirtum;No
Lasioglossum fratellum;Lasioglossum fratellum;Yes
Lasioglossum fratellum ;Lasioglossum fratellum;Yes
Lasioglossum fratellum  ;Lasioglossum fratellum;Yes
Lasioglossum fratellum complex;Lasioglossum fratellum;Yes
Lasioglossum fratellum fratellum;Lasioglossum fratellum;Yes
Lasioglossum fulvicorne;Lasioglossum fulvicorne;Yes
Lasioglossum fulvicorne ;Lasioglossum fulvicorne;Yes
Lasioglossum fulvicorne  ;Lasioglossum fulvicorne;Yes
Lasioglossum funebre;Lasioglossum funebre;No
Lasioglossum gabosellatum;Lasioglossum gabosellatum;No
Lasioglossum garambae;Lasioglossum garambae;No
Lasioglossum gibber;Lasioglossum gibber;No
Lasioglossum glabriusculum;Lasioglossum glabriusculum;Yes
Lasioglossum glaciegenitum;Lasioglossum glaciegenitum;Yes
Lasioglossum glaciegenitum ;Lasioglossum glaciegenitum;Yes
Lasioglossum glandon;Lasioglossum glandon;No
Lasioglossum gorkiense;Lasioglossum gorkiense;Yes
Lasioglossum grisellinum;Lasioglossum grisellinum;No
Lasioglossum griseolum;Lasioglossum griseolum;Yes
Lasioglossum griseolum ;Lasioglossum griseolum;Yes
Lasioglossum guineacola;Lasioglossum guineacola;No
Lasioglossum haesitans ;Lasioglossum haesitans;Yes
Lasioglossum hantamense;Lasioglossum hantamense;No
Lasioglossum helios;Lasioglossum duckei;Yes
Lasioglossum hemicyaneum;Lasioglossum hemicyaneum;No
Lasioglossum hethiticum;Lasioglossum hethiticum;Yes
Lasioglossum hilare;Lasioglossum hilare;Yes
Lasioglossum hilare ;Lasioglossum hilare;Yes
Lasioglossum himalayense;Lasioglossum himalayense;No
Lasioglossum hirashimae;Lasioglossum hirashimae;No
Lasioglossum huanghe;Lasioglossum huanghe;No
Lasioglossum hypoleucum;Lasioglossum hypoleucum;No
Lasioglossum ibericum;Lasioglossum ibericum;Yes
Lasioglossum ibericum ;Lasioglossum ibericum;Yes
Lasioglossum illyricum;Lasioglossum subaenescens;Yes
Lasioglossum imbecillum;Lasioglossum imbecillum;Yes
Lasioglossum imbecillum ;Lasioglossum imbecillum;Yes
Lasioglossum immunitum;Lasioglossum immunitum;Yes
Lasioglossum immunitum ;Lasioglossum immunitum;Yes
Lasioglossum immunitum immunitum;Lasioglossum immunitum;Yes
Lasioglossum immunitum sillatum;Lasioglossum immunitum;Yes
Lasioglossum immunitum sillatus;Lasioglossum immunitum;Yes
Lasioglossum intermedium;Lasioglossum intermedium;Yes
Lasioglossum intermedium ;Lasioglossum intermedium;Yes
Lasioglossum interruptum;Lasioglossum interruptum;Yes
Lasioglossum interruptum ;Lasioglossum interruptum;Yes
Lasioglossum interruptum interruptum;Lasioglossum interruptum;Yes
Lasioglossum iriomotense;Lasioglossum iriomotense;No
Lasioglossum israelense;Lasioglossum israelense;No
Lasioglossum ituraeum;Lasioglossum ituraeum;No
Lasioglossum japonicum;Lasioglossum japonicum;No
Lasioglossum kotschyi;Lasioglossum kotschyi;Yes
Lasioglossum kotschyi ;Lasioglossum kotschyi;Yes
Lasioglossum kowitense;Lasioglossum kowitense;No
Lasioglossum krishna;Lasioglossum krishna;No
Lasioglossum kussariense;Lasioglossum kussariense;Yes
Lasioglossum kussariense ;Lasioglossum kussariense;Yes
Lasioglossum lactescens;Lasioglossum lactescens;No
Lasioglossum lactipenne;Lasioglossum lactipenne;No
Lasioglossum laetum;Lasioglossum loetum;Yes
Lasioglossum laeve;Lasioglossum laeve;Yes
Lasioglossum laeve (?);-;No
Lasioglossum laevidorsum;Lasioglossum laevidorsum;Yes
Lasioglossum laevidorsum ;Lasioglossum laevidorsum;Yes
Lasioglossum laevidorsum katharinae;Lasioglossum laevidorsum;Yes
Lasioglossum laevidorsum laevidorsum;Lasioglossum laevidorsum;Yes
Lasioglossum laevidorsum priesneriellum;Lasioglossum laevidorsum;Yes
Lasioglossum laevidorsum troodicum;Lasioglossum laevidorsum;Yes
Lasioglossum laevigatum;Lasioglossum laevigatum;Yes
Lasioglossum laevigatum ;Lasioglossum laevigatum;Yes
Lasioglossum laevoides;Lasioglossum laevoides;No
Lasioglossum lambatum;Lasioglossum lambatum;No
Lasioglossum laterale;Lasioglossum laterale;Yes
Lasioglossum laterale ;Lasioglossum laterale;Yes
Lasioglossum latesellatum;Lasioglossum latesellatum;No
Lasioglossum laticeps;Lasioglossum laticeps;Yes
Lasioglossum laticeps ;Lasioglossum laticeps;Yes
Lasioglossum lativentre;Lasioglossum lativentre;Yes
Lasioglossum lativentre ;Lasioglossum lativentre;Yes
Lasioglossum lativentris;Lasioglossum lativentre;Yes
Lasioglossum leptocephalum;Lasioglossum pseudoleptocephalum;Yes
Lasioglossum leucomontanum;Lasioglossum leucomontanum;Yes
Lasioglossum leucophenax;Lasioglossum leucophenax;No
Lasioglossum leucopum;Lasioglossum leucopus;Yes
Lasioglossum leucopus;Lasioglossum leucopus;Yes
Lasioglossum leucopus ;Lasioglossum leucopus;Yes
Lasioglossum leucopymatum;Lasioglossum leucopymatum;No
Lasioglossum leucozonium;Lasioglossum leucozonium;Yes
Lasioglossum leucozonium ;Lasioglossum leucozonium;Yes
Lasioglossum leucozonium cedri;Lasioglossum leucozonium;Yes
Lasioglossum leucozonium elysium;Lasioglossum leucozonium;Yes
Lasioglossum leucozonium leucozonium;Lasioglossum leucozonium;Yes
Lasioglossum leuozonium;Lasioglossum leucozonium;Yes
Lasioglossum limb.limbellum;Lasioglossum limbellum;Yes
Lasioglossum limb.ventrale;Lasioglossum limbellum;Yes
Lasioglossum limbelloides;Lasioglossum limbelloides;Yes
Lasioglossum limbelloides ;Lasioglossum limbelloides;Yes
Lasioglossum limbellum;Lasioglossum limbellum;Yes
Lasioglossum limbellum ;Lasioglossum limbellum;Yes
Lasioglossum limbellum limbellum;Lasioglossum limbellum;Yes
Lasioglossum limbellum ventrale;Lasioglossum limbellum;Yes
Lasioglossum lineare;Lasioglossum lineare;Yes
Lasioglossum lineare ;Lasioglossum lineare;Yes
Lasioglossum lisa;Lasioglossum lisa;No
Lasioglossum lissonotum;Lasioglossum lissonotum;Yes
Lasioglossum lissonotum ;Lasioglossum lissonotum;Yes
Lasioglossum littorale;Lasioglossum littorale;Yes
Lasioglossum littorale colchicum;Lasioglossum littorale;Yes
Lasioglossum littorale midas;Lasioglossum littorale;Yes
Lasioglossum littorale occitanicum;Lasioglossum littorale;Yes
Lasioglossum littorale occitanum;Lasioglossum littorale;Yes
Lasioglossum longirostre;Lasioglossum longirostre;Yes
Lasioglossum lucidulum;Lasioglossum lucidulum;Yes
Lasioglossum lucidulum ;Lasioglossum lucidulum;Yes
Lasioglossum luctuosum;Lasioglossum luctuosum;No
Lasioglossum macilentum;Lasioglossum macilentum;No
Lasioglossum major;Lasioglossum majus;Yes
Lasioglossum majus;Lasioglossum majus;Yes
Lasioglossum majus ;Lasioglossum majus;Yes
Lasioglossum malachurum;Lasioglossum malachurum;Yes
Lasioglossum malachurum ;Lasioglossum malachurum;Yes
Lasioglossum mandibulare;Lasioglossum mandibulare;Yes
Lasioglossum marginatum;Lasioglossum marginatum;Yes
Lasioglossum marginellum;Lasioglossum marginellum;Yes
Lasioglossum mariuticum;Lasioglossum mariuticum;No
Lasioglossum masculum;Lasioglossum masculum;No
Lasioglossum matianense;Lasioglossum matianense;No
Lasioglossum matoporum;Lasioglossum matoporum;No
Lasioglossum maurusium;Lasioglossum maurusium;Yes
Lasioglossum medinai;Lasioglossum medinai;Yes
Lasioglossum mediterraneum;Lasioglossum mediterraneum;Yes
Lasioglossum melancholicum;Lasioglossum melancholicum;No
Lasioglossum meruense;Lasioglossum meruense;No
Lasioglossum mesosclerum;Lasioglossum mesosclerum;Yes
Lasioglossum mesosclerum ;Lasioglossum mesosclerum;Yes
Lasioglossum metis;Lasioglossum metis;No
Lasioglossum minutissimum;Lasioglossum minutissimum;Yes
Lasioglossum minutissimum ;Lasioglossum minutissimum;Yes
Lasioglossum minutulum;Lasioglossum minutulum;Yes
Lasioglossum mirifrons;Lasioglossum mirifrons;No
Lasioglossum monstrificum;Lasioglossum monstrificum;Yes
Lasioglossum montivolans;Lasioglossum montivolans;Yes
Lasioglossum montivolans ;Lasioglossum montivolans;Yes
Lasioglossum morio;Lasioglossum morio;Yes
Lasioglossum morio ;Lasioglossum morio;Yes
Lasioglossum moros;Lasioglossum moros;No
Lasioglossum mosselinum;Lasioglossum mosselinum;No
Lasioglossum musculoides;Lasioglossum musculoides;Yes
Lasioglossum musculoides ;Lasioglossum musculoides;Yes
Lasioglossum musculum;Lasioglossum musculum;No
Lasioglossum mutilum;Lasioglossum mutilum;No
Lasioglossum mystephium;Lasioglossum mystephium;No
Lasioglossum nabardicum;Lasioglossum nabardicum;No
Lasioglossum nathanae;Lasioglossum nathanae;No
Lasioglossum nemorale;Lasioglossum nemorale;No
Lasioglossum nicias;Lasioglossum nicias;No
Lasioglossum nigripes;Lasioglossum nigripes;Yes
Lasioglossum nigripes nigripes;Lasioglossum nigripes;Yes
Lasioglossum nitid.aeneidorsum;Lasioglossum nitidulum;Yes
Lasioglossum nitid.nitidulum;Lasioglossum nitidulum;Yes
Lasioglossum nitidiusculum;Lasioglossum nitidiusculum;Yes
Lasioglossum nitidiusculum ;Lasioglossum nitidiusculum;Yes
Lasioglossum nitidulum;Lasioglossum nitidulum;Yes
Lasioglossum nitidulum ;Lasioglossum nitidulum;Yes
Lasioglossum nitidulum aeneidorsum;Lasioglossum nitidulum;Yes
Lasioglossum nitidulum fudakowskii;Lasioglossum nitidulum;Yes
Lasioglossum nitidulum hammi;Lasioglossum nitidulum;Yes
Lasioglossum nitidulum nitidulum;Lasioglossum nitidulum;Yes
Lasioglossum niveocinctum;Lasioglossum niveocinctum;Yes
Lasioglossum niveostictum;Lasioglossum niveostictum;No
Lasioglossum nomion;Lasioglossum nomion;No
Lasioglossum norvali;Lasioglossum norvali;No
Lasioglossum oblongofacies;Lasioglossum oblongofacies;No
Lasioglossum obscuratum;Lasioglossum obscuratum;Yes
Lasioglossum obscuratum ;Lasioglossum obscuratum;Yes
Lasioglossum obscuratum acerbum;Lasioglossum obscuratum;Yes
Lasioglossum obscuratum obscuratum;Lasioglossum obscuratum;Yes
Lasioglossum obscuratum ssp. acerbum;Lasioglossum obscuratum;Yes
Lasioglossum obscuratus acerbus;Lasioglossum obscuratum;Yes
Lasioglossum occidens;Lasioglossum occidens;No
Lasioglossum ocrascutellatum;Lasioglossum ocrascutellatum;No
Lasioglossum okinawa;Lasioglossum okinawa;No
Lasioglossum opacum;Lasioglossum interruptum;Yes
Lasioglossum oppositum;Lasioglossum oppositum;No
Lasioglossum oraniense;Lasioglossum oraniense;No
Lasioglossum orbitulum;Lasioglossum orbitulum;No
Lasioglossum orchidodeceptum;Lasioglossum orchidodeceptum;No
Lasioglossum orihuelicum;Lasioglossum orihuelicum;Yes
Lasioglossum pallens;Lasioglossum pallens;Yes
Lasioglossum pallens ;Lasioglossum pallens;Yes
Lasioglossum pallens kantarae ;Lasioglossum pallens;Yes
Lasioglossum parvulum;Lasioglossum parvulum;Yes
Lasioglossum parvulum ;Lasioglossum parvulum;Yes
Lasioglossum patulum;Lasioglossum pygmaeum;Yes
Lasioglossum pauperatum;Lasioglossum pauperatum;Yes
Lasioglossum pauxillum;Lasioglossum pauxillum;Yes
Lasioglossum pauxillum ;Lasioglossum pauxillum;Yes
Lasioglossum perclavipes;Lasioglossum perclavipes;Yes
Lasioglossum perclavipes ;Lasioglossum perclavipes;Yes
Lasioglossum perclavipes Portugal;Lasioglossum perclavipes;Yes
Lasioglossum peregrinum;Lasioglossum peregrinum;Yes
Lasioglossum peregrinum ;Lasioglossum peregrinum;Yes
Lasioglossum perihirtulum;Lasioglossum perihirtulum;No
Lasioglossum perihirtum;Lasioglossum perihirtum;No
Lasioglossum pernitens;Lasioglossum pernitens;No
Lasioglossum persicum;Lasioglossum persicum;No
Lasioglossum phoenicurum;Lasioglossum phoenicurum;Yes
Lasioglossum phoenicurum ;Lasioglossum phoenicurum;Yes
Lasioglossum pleurospeculum;Lasioglossum pleurospeculum;Yes
Lasioglossum pleurospeculum ;Lasioglossum pleurospeculum;Yes
Lasioglossum podolicum;Lasioglossum podolicum;Yes
Lasioglossum politum;Lasioglossum politum;Yes
Lasioglossum politum ;Lasioglossum politum;Yes
Lasioglossum politum atomarium;Lasioglossum politum;Yes
Lasioglossum politum politum;Lasioglossum politum;Yes
Lasioglossum prasinum;Lasioglossum prasinum;Yes
Lasioglossum prasinum haemorrhoidale;Lasioglossum prasinum;Yes
Lasioglossum prasinum prasinum;Lasioglossum prasinum;Yes
Lasioglossum pressithorax;Lasioglossum pressithorax;Yes
Lasioglossum pronotale;Lasioglossum pronotale;No
Lasioglossum prunellum;Lasioglossum prunellum;Yes
Lasioglossum pseudannulipes;Lasioglossum aeratum pseudannulipes;No
Lasioglossum pseudocaspicum;Lasioglossum pseudocaspicum;Yes
Lasioglossum pseudocaspicum ;Lasioglossum pseudocaspicum;Yes
Lasioglossum pseudohantamense;Lasioglossum pseudohantamense;No
Lasioglossum pseudoleptocephalum;Lasioglossum pseudoleptocephalum;Yes
Lasioglossum pseudoleptorhynchum;Lasioglossum pseudoleptorhynchum;No
Lasioglossum pseudolittorale;Lasioglossum pseudolittorale;No
Lasioglossum pseudomorbillosum;Lasioglossum discus;Yes
Lasioglossum pseudoplanulum;Lasioglossum pseudoplanulum;Yes
Lasioglossum pseudoplanulum ;Lasioglossum pseudoplanulum;Yes
Lasioglossum puloense;Lasioglossum puloense;No
Lasioglossum punctatissimum;Lasioglossum punctatissimum;Yes
Lasioglossum punctatissimum ;Lasioglossum punctatissimum;Yes
Lasioglossum punctatissimum angustifrons;Lasioglossum punctatissimum;Yes
Lasioglossum punctatissimus;Lasioglossum punctatissimum;Yes
Lasioglossum puncticolle;Lasioglossum puncticolle;Yes
Lasioglossum pygmaeum;Lasioglossum pygmaeum;Yes
Lasioglossum pygmaeum ;Lasioglossum pygmaeum;Yes
Lasioglossum pygmaeum patulum;Lasioglossum pygmaeum;Yes
Lasioglossum pygmaeum pygmaeum;Lasioglossum pygmaeum;Yes
Lasioglossum quadrinotatulum;Lasioglossum quadrinotatulum;Yes
Lasioglossum quadrinotatulum ;Lasioglossum quadrinotatulum;Yes
Lasioglossum quadrinotatum;Lasioglossum quadrinotatum;Yes
Lasioglossum quadrinotatum ;Lasioglossum quadrinotatum;Yes
Lasioglossum quadrisignatum;Lasioglossum quadrisignatum;Yes
Lasioglossum radiatulum;Lasioglossum radiatulum;No
Lasioglossum ragusanum;Lasioglossum ragusanum;Yes
Lasioglossum ragusanum ;Lasioglossum ragusanum;Yes
Lasioglossum roganum;Lasioglossum roganum;No
Lasioglossum rostratum;Lasioglossum rostratum;Yes
Lasioglossum rufitarse;Lasioglossum rufitarse;Yes
Lasioglossum rufitarse ;Lasioglossum rufitarse;Yes
Lasioglossum rufitarse  ;Lasioglossum rufitarse;Yes
Lasioglossum sabulosum;Lasioglossum monstrificum;Yes
Lasioglossum sabulosum ;Lasioglossum monstrificum;Yes
Lasioglossum sakishima;Lasioglossum sakishima;No
Lasioglossum samaricum;Lasioglossum samaricum;Yes
Lasioglossum scheherezade;Lasioglossum scheherezade;No
Lasioglossum selma;Lasioglossum selma;No
Lasioglossum semicroceipes;Lasioglossum semicroceipes;No
Lasioglossum semilucens;Lasioglossum semilucens;Yes
Lasioglossum setulellum;Lasioglossum setulellum;Yes
Lasioglossum setulosum;Lasioglossum setulosum;Yes
Lasioglossum sexmaculatum;Lasioglossum sexmaculatum;Yes
Lasioglossum sexnotatulum;Lasioglossum sexnotatulum;Yes
Lasioglossum sexnotatum;Lasioglossum sexnotatum;Yes
Lasioglossum sexnotatum ;Lasioglossum sexnotatum;Yes
Lasioglossum sexstrigatum;Lasioglossum sexstrigatum;Yes
LASIOGLOSSUM SEXTRIGATUM;Lasioglossum sexstrigatum;Yes
Lasioglossum sichuanense;Lasioglossum sichuanense;No
Lasioglossum smeathmanellum;Lasioglossum smeathmanellum;Yes
Lasioglossum sociorum;Lasioglossum sociorum;No
Lasioglossum solitarium;Lasioglossum solitarium;No
Lasioglossum soror;Lasioglossum soror;Yes
Lasioglossum sp.;-;No
Lasioglossum sp. (gynandromorph);-;No
Lasioglossum sphecodimorphum;Lasioglossum sphecodimorphum;Yes
Lasioglossum sphecodimorphum ;Lasioglossum sphecodimorphum;Yes
Lasioglossum spinosum;Lasioglossum spinosum;No
Lasioglossum splendidulum;Lasioglossum splendidulum;No
Lasioglossum strictifrons;Lasioglossum strictifrons;Yes
Lasioglossum strictifrons ;Lasioglossum strictifrons;Yes
Lasioglossum subaenescens;Lasioglossum subaenescens;Yes
Lasioglossum subaenescens asiaticum;Lasioglossum subaenescens;Yes
Lasioglossum subaenescens subaenescens;Lasioglossum subaenescens;Yes
Lasioglossum subdeceptum;Lasioglossum subdeceptum;No
Lasioglossum subfasciatum;Lasioglossum subfasciatum;Yes
Lasioglossum subfulvicorne;Lasioglossum subfulvicorne;Yes
Lasioglossum subfulvicorne austriacum;Lasioglossum subfulvicorne;Yes
Lasioglossum subhirtum;Lasioglossum subhirtum;Yes
Lasioglossum submediocre;Lasioglossum submediocre;No
Lasioglossum talyschense;Lasioglossum talyschense;No
Lasioglossum tarsatum;Lasioglossum tarsatum;Yes
Lasioglossum tarsatum ;Lasioglossum tarsatum;Yes
Lasioglossum tauricum;Lasioglossum tauricum;Yes
Lasioglossum tenuivene;Lasioglossum tenuivene;No
Lasioglossum tessaranotatum;Lasioglossum tessaranotatum;No
Lasioglossum timmermanni;Lasioglossum timmermanni;No
Lasioglossum tirolense;Lasioglossum cupromicans;Yes
Lasioglossum transitorium;Lasioglossum transitorium;Yes
Lasioglossum transitorium planulum;Lasioglossum transitorium;Yes
Lasioglossum transitorium transitorium;Lasioglossum transitorium;Yes
Lasioglossum transitorium uncinum;Lasioglossum transitorium;Yes
Lasioglossum trichopygum;Lasioglossum trichopygum;Yes
Lasioglossum trichopygum ;Lasioglossum trichopygum;Yes
Lasioglossum tricinctum;Lasioglossum tricinctum;Yes
Lasioglossum tricinctum ;Lasioglossum tricinctum;Yes
Lasioglossum tricinctum lonicerae;Lasioglossum tricinctum;Yes
Lasioglossum tricinctum muganicum;Lasioglossum tricinctum;Yes
Lasioglossum tricinctum tricinctum;Lasioglossum tricinctum;Yes
Lasioglossum tripolitanum;Lasioglossum tripolitanum;No
Lasioglossum truncaticolle;Lasioglossum truncaticolle;Yes
Lasioglossum truncaticolle ;Lasioglossum truncaticolle;Yes
Lasioglossum tschardschuicum;Lasioglossum tschardschuicum;No
Lasioglossum tschibuklinum;Lasioglossum tschibuklinum;Yes
Lasioglossum tschibuklinum ;Lasioglossum tschibuklinum;Yes
Lasioglossum tumulorum;Seladonia tumulorum;Yes
Lasioglossum tyndarus;Lasioglossum tyndarus;No
Lasioglossum vagans;Lasioglossum vagans;No
Lasioglossum vergilianum;Lasioglossum vergilianum;Yes
Lasioglossum villosulum;Lasioglossum villosulum;Yes
Lasioglossum villosulum ;Lasioglossum villosulum;Yes
Lasioglossum villosum;Lasioglossum villosulum;Yes
Lasioglossum virens;Lasioglossum virens;Yes
Lasioglossum viride;Lasioglossum viride;Yes
Lasioglossum viride cabrerai;Lasioglossum viride;Yes
Lasioglossum viride palmae;Lasioglossum viride;Yes
Lasioglossum viride unicolor;Lasioglossum viride;Yes
Lasioglossum viride viride;Lasioglossum viride;Yes
Lasioglossum wollastoni;Lasioglossum wollastoni;Yes
Lasioglossum xanthopus;Lasioglossum xanthopus;Yes
Lasioglossum xanthopus ;Lasioglossum xanthopus;Yes
Lasioglossum xanthopus soreli;Lasioglossum xanthopus;Yes
Lasioglossum xystodorsum;Lasioglossum xystodorsum;No
Lasioglossum yakourense;Lasioglossum yakourense;No
